Date,Net Worth,Action
2023-04-19 00:00:00,1406.6491,2
2023-04-19 00:01:00,1406.6475986788378,0
2023-04-19 00:02:00,1406.6017222285902,0
2023-04-19 00:03:00,1406.5063278114771,0
2023-04-19 00:04:00,1406.180869044344,0
2023-04-19 00:05:00,1406.4386597511302,0
2023-04-19 00:06:00,1405.6574045996658,0
2023-04-19 00:07:00,1405.2362098348992,0
2023-04-19 00:08:00,1405.5470379455742,0
2023-04-19 00:09:00,1404.8130110169054,0
2023-04-19 00:10:00,1405.29144077869,0
2023-04-19 00:11:00,1404.6938779462412,2
2023-04-19 00:12:00,1403.8604350483515,2
2023-04-19 00:13:00,1402.2014119214207,2
2023-04-19 00:14:00,1402.7282107342376,0
2023-04-19 00:15:00,1402.7242793998134,0
2023-04-19 00:16:00,1402.6102707015175,0
2023-04-19 00:17:00,1402.5040970389466,0
2023-04-19 00:18:00,1403.325482763287,2
2023-04-19 00:19:00,1404.1568853867047,1
2023-04-19 00:20:00,1400.8810042910964,0
2023-04-19 00:21:00,1400.619230778972,1
2023-04-19 00:22:00,1400.6890370488718,2
2023-04-19 00:23:00,1399.6884204607938,0
2023-04-19 00:24:00,1399.144844958124,0
2023-04-19 00:25:00,1398.811429726349,2
2023-04-19 00:26:00,1397.994774688663,0
2023-04-19 00:27:00,1397.9055390316057,0
2023-04-19 00:28:00,1397.816300446017,0
2023-04-19 00:29:00,1397.387962985171,0
2023-04-19 00:30:00,1396.763570369274,0
2023-04-19 00:31:00,1396.8276296137628,0
2023-04-19 00:32:00,1396.275057011318,0
2023-04-19 00:33:00,1396.2866684003245,0
2023-04-19 00:34:00,1399.2797768623732,2
2023-04-19 00:37:00,1398.3027337360404,0
2023-04-19 00:38:00,1397.6950530426366,0
2023-04-19 00:39:00,1398.3148756599858,1
2023-04-19 00:41:00,1399.6082520381644,0
2023-04-19 00:42:00,1399.7507145895404,2
2023-04-19 00:43:00,1399.4875780620748,0
2023-04-19 00:44:00,1401.6634303867893,2
2023-04-19 00:45:00,1399.2921422245258,2
2023-04-19 00:46:00,1399.9814979625164,0
2023-04-19 00:47:00,1398.793748227328,0
2023-04-19 00:48:00,1400.1498450607367,0
2023-04-19 00:49:00,1400.0582924533724,2
2023-04-19 00:50:00,1400.2937134437377,2
2023-04-19 00:51:00,1398.7876559816802,0
2023-04-19 00:52:00,1399.075617276914,0
2023-04-19 00:53:00,1398.3325703886153,0
2023-04-19 00:54:00,1398.3128409819474,2
2023-04-19 00:56:00,1397.6551940930055,2
2023-04-19 00:57:00,1396.076216035447,1
2023-04-19 00:58:00,1397.8233846832031,0
2023-04-19 00:59:00,1400.7810517038163,0
2023-04-19 01:00:00,1399.5403980489018,0
2023-04-19 01:02:00,1400.7414648073382,0
2023-04-19 01:03:00,1399.4050317715007,2
2023-04-19 01:04:00,1400.3312724894079,2
2023-04-19 01:06:00,1400.675304756059,0
2023-04-19 01:07:00,1402.1034670361437,0
2023-04-19 01:08:00,1401.069939126173,0
2023-04-19 01:09:00,1401.5734339614796,0
2023-04-19 01:10:00,1400.6722791775328,0
2023-04-19 01:12:00,1400.4005811160946,0
2023-04-19 01:14:00,1401.1228515422492,0
2023-04-19 01:15:00,1401.7855028977422,2
2023-04-19 01:17:00,1401.9445360166883,0
2023-04-19 01:18:00,1401.3083874850697,0
2023-04-19 01:20:00,1400.6192266077787,2
2023-04-19 01:22:00,1401.2421220160995,2
2023-04-19 01:23:00,1401.4541715168045,2
2023-04-19 01:24:00,1401.1758565471291,2
2023-04-19 01:25:00,1400.738504451925,0
2023-04-19 01:26:00,1401.2818795670023,0
2023-04-19 01:27:00,1400.638049240041,1
2023-04-19 01:28:00,1399.5369954854862,2
2023-04-19 01:29:00,1399.7729355757476,2
2023-04-19 01:30:00,1399.8018662495747,0
2023-04-19 01:31:00,1399.7952760131209,2
2023-04-19 01:32:00,1400.3217275566676,0
2023-04-19 01:34:00,1399.67241044684,0
2023-04-19 01:35:00,1398.9900824717922,0
2023-04-19 01:36:00,1395.2603911290953,0
2023-04-19 01:37:00,1396.187937929693,2
2023-04-19 01:38:00,1395.0682564346857,2
2023-04-19 01:39:00,1395.9494002448164,0
2023-04-19 01:40:00,1394.6574125709901,2
2023-04-19 01:41:00,1394.5706254523138,1
2023-04-19 01:42:00,1394.4324563993446,0
2023-04-19 01:43:00,1393.671108033396,0
2023-04-19 01:44:00,1392.3412350972003,0
2023-04-19 01:45:00,1393.7146931478887,1
2023-04-19 01:47:00,1394.2339550854729,0
2023-04-19 01:48:00,1394.2171673301905,2
2023-04-19 01:49:00,1394.1584101867018,2
2023-04-19 01:51:00,1394.065476079537,0
2023-04-19 01:52:00,1392.7921453824401,0
2023-04-19 01:53:00,1392.299439912167,2
2023-04-19 01:55:00,1392.346296885541,0
2023-04-19 01:58:00,1391.4351193083025,0
2023-04-19 01:59:00,1392.336177722672,0
2023-04-19 02:00:00,1392.0615276629078,2
2023-04-19 02:02:00,1392.6952370621098,0
2023-04-19 02:03:00,1392.3017872410837,0
2023-04-19 02:05:00,1390.8013452870941,0
2023-04-19 02:06:00,1392.589781038439,0
2023-04-19 02:08:00,1390.8085930482805,0
2023-04-19 02:10:00,1390.879289072633,0
2023-04-19 02:12:00,1390.7458948428693,0
2023-04-19 02:13:00,1390.0762371923806,0
2023-04-19 02:14:00,1391.276297526431,0
2023-04-19 02:15:00,1389.3932699791696,0
2023-04-19 02:16:00,1389.300417713674,0
2023-04-19 02:17:00,1391.64771022417,0
2023-04-19 02:18:00,1391.037670414222,0
2023-04-19 02:19:00,1392.562767536766,0
2023-04-19 02:20:00,1393.1064923294964,0
2023-04-19 02:21:00,1394.5918200845167,0
2023-04-19 02:22:00,1392.9871346800285,0
2023-04-19 02:23:00,1393.9552506678601,2
2023-04-19 02:24:00,1393.8491557227433,0
2023-04-19 02:25:00,1391.3559253560315,0
